country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
Kyrgyzstan,2015,female,55-74 years,7,301107,2.32,Kyrgyzstan2015,,6678178340,1285,Boomers
Kyrgyzstan,2015,female,5-14 years,7,547463,1.28,Kyrgyzstan2015,,6678178340,1285,Generation Z
Latvia,2011,male,75+ years,35,44766,78.18,Latvia2011,0.812,28223552825,14447,Silent
Latvia,2011,male,55-74 years,99,187046,52.93,Latvia2011,0.812,28223552825,14447,Boomers
Latvia,2011,male,35-54 years,137,278936,49.12,Latvia2011,0.812,28223552825,14447,Generation X
Latvia,2011,male,25-34 years,56,142828,39.21,Latvia2011,0.812,28223552825,14447,Millenials
Latvia,2011,male,15-24 years,38,137623,27.61,Latvia2011,0.812,28223552825,14447,Millenials
Latvia,2011,female,75+ years,22,122500,17.96,Latvia2011,0.812,28223552825,14447,Silent
Latvia,2011,female,55-74 years,21,279774,7.51,Latvia2011,0.812,28223552825,14447,Boomers
Latvia,2011,female,25-34 years,9,139013,6.47,Latvia2011,0.812,28223552825,14447,Millenials
Latvia,2011,female,35-54 years,18,302492,5.95,Latvia2011,0.812,28223552825,14447,Generation X
Latvia,2011,female,15-24 years,5,131378,3.81,Latvia2011,0.812,28223552825,14447,Millenials
Latvia,2011,female,5-14 years,0,91316,0,Latvia2011,0.812,28223552825,14447,Generation Z
Latvia,2011,male,5-14 years,0,95939,0,Latvia2011,0.812,28223552825,14447,Generation Z
Latvia,2012,male,35-54 years,164,275218,59.59,Latvia2012,0.813,28119996053,14558,Generation X
Latvia,2012,male,75+ years,25,46273,54.03,Latvia2012,0.813,28119996053,14558,Silent
Latvia,2012,male,55-74 years,97,187386,51.76,Latvia2012,0.813,28119996053,14558,Boomers
Latvia,2012,male,25-34 years,50,142886,34.99,Latvia2012,0.813,28119996053,14558,Millenials
Latvia,2012,male,15-24 years,34,129182,26.32,Latvia2012,0.813,28119996053,14558,Millenials
Latvia,2012,female,75+ years,22,125246,17.57,Latvia2012,0.813,28119996053,14558,Silent
Latvia,2012,female,35-54 years,22,297148,7.4,Latvia2012,0.813,28119996053,14558,Generation X
Latvia,2012,female,55-74 years,18,278027,6.47,Latvia2012,0.813,28119996053,14558,Boomers
Latvia,2012,female,15-24 years,6,122407,4.9,Latvia2012,0.813,28119996053,14558,Millenials
Latvia,2012,female,25-34 years,5,138307,3.62,Latvia2012,0.813,28119996053,14558,Millenials
Latvia,2012,male,5-14 years,1,97001,1.03,Latvia2012,0.813,28119996053,14558,Generation Z
Latvia,2012,female,5-14 years,0,92440,0,Latvia2012,0.813,28119996053,14558,Generation Z
Latvia,2013,male,75+ years,31,48030,64.54,Latvia2013,0.816,30254677297,15820,Silent
Latvia,2013,male,55-74 years,92,188374,48.84,Latvia2013,0.816,30254677297,15820,Boomers
Latvia,2013,male,35-54 years,128,270844,47.26,Latvia2013,0.816,30254677297,15820,Generation X
Latvia,2013,male,25-34 years,53,143497,36.93,Latvia2013,0.816,30254677297,15820,Millenials
Latvia,2013,male,15-24 years,17,120698,14.08,Latvia2013,0.816,30254677297,15820,Millenials
Latvia,2013,female,75+ years,11,128209,8.58,Latvia2013,0.816,30254677297,15820,Silent
Latvia,2013,female,55-74 years,23,276381,8.32,Latvia2013,0.816,30254677297,15820,Boomers
Latvia,2013,female,35-54 years,19,291387,6.52,Latvia2013,0.816,30254677297,15820,Generation X
Latvia,2013,female,25-34 years,6,137922,4.35,Latvia2013,0.816,30254677297,15820,Millenials
Latvia,2013,female,15-24 years,2,113955,1.76,Latvia2013,0.816,30254677297,15820,Millenials
Latvia,2013,male,5-14 years,1,98867,1.01,Latvia2013,0.816,30254677297,15820,Generation Z
Latvia,2013,female,5-14 years,0,94300,0,Latvia2013,0.816,30254677297,15820,Generation Z
Latvia,2014,male,75+ years,29,49779,58.26,Latvia2014,0.819,31335013752,16544,Silent
Latvia,2014,male,55-74 years,93,189439,49.09,Latvia2014,0.819,31335013752,16544,Boomers
Latvia,2014,male,35-54 years,113,266548,42.39,Latvia2014,0.819,31335013752,16544,Generation X
Latvia,2014,male,25-34 years,45,143777,31.3,Latvia2014,0.819,31335013752,16544,Millenials
Latvia,2014,male,15-24 years,31,112758,27.49,Latvia2014,0.819,31335013752,16544,Millenials
Latvia,2014,female,75+ years,19,131335,14.47,Latvia2014,0.819,31335013752,16544,Silent
Latvia,2014,female,25-34 years,10,137117,7.29,Latvia2014,0.819,31335013752,16544,Millenials
Latvia,2014,female,55-74 years,20,275103,7.27,Latvia2014,0.819,31335013752,16544,Boomers
Latvia,2014,female,15-24 years,6,106420,5.64,Latvia2014,0.819,31335013752,16544,Millenials
Latvia,2014,female,35-54 years,16,285454,5.61,Latvia2014,0.819,31335013752,16544,Generation X
Latvia,2014,female,5-14 years,0,95858,0,Latvia2014,0.819,31335013752,16544,Generation Z
Latvia,2014,male,5-14 years,0,100453,0,Latvia2014,0.819,31335013752,16544,Generation Z
Latvia,2015,male,75+ years,33,51293,64.34,Latvia2015,,26972863394,14382,Silent
Latvia,2015,male,55-74 years,94,190621,49.31,Latvia2015,,26972863394,14382,Boomers
Latvia,2015,male,35-54 years,106,262740,40.34,Latvia2015,,26972863394,14382,Generation X
Latvia,2015,male,25-34 years,48,143639,33.42,Latvia2015,,26972863394,14382,Millenials
Latvia,2015,male,15-24 years,24,105890,22.67,Latvia2015,,26972863394,14382,Millenials
Latvia,2015,female,75+ years,22,134138,16.4,Latvia2015,,26972863394,14382,Silent
Latvia,2015,female,55-74 years,30,274200,10.94,Latvia2015,,26972863394,14382,Boomers
Latvia,2015,female,35-54 years,24,279553,8.59,Latvia2015,,26972863394,14382,Generation X
Latvia,2015,female,15-24 years,3,100065,3,Latvia2015,,26972863394,14382,Millenials
Latvia,2015,female,25-34 years,2,136399,1.47,Latvia2015,,26972863394,14382,Millenials
Latvia,2015,male,5-14 years,1,100914,0.99,Latvia2015,,26972863394,14382,Generation Z
Latvia,2015,female,5-14 years,0,96070,0,Latvia2015,,26972863394,14382,Generation Z
Lithuania,2011,male,35-54 years,349,420391,83.02,Lithuania2011,0.831,43476873413,15097,Generation X
Lithuania,2011,male,55-74 years,213,262391,81.18,Lithuania2011,0.831,43476873413,15097,Boomers
Lithuania,2011,male,75+ years,56,74328,75.34,Lithuania2011,0.831,43476873413,15097,Silent
Lithuania,2011,male,25-34 years,124,189937,65.28,Lithuania2011,0.831,43476873413,15097,Millenials
Lithuania,2011,male,15-24 years,74,217769,33.98,Lithuania2011,0.831,43476873413,15097,Millenials
Lithuania,2011,female,75+ years,38,179526,21.17,Lithuania2011,0.831,43476873413,15097,Silent
Lithuania,2011,female,55-74 years,68,378929,17.95,Lithuania2011,0.831,43476873413,15097,Boomers
Lithuania,2011,female,35-54 years,67,460566,14.55,Lithuania2011,0.831,43476873413,15097,Generation X
Lithuania,2011,female,25-34 years,17,187312,9.08,Lithuania2011,0.831,43476873413,15097,Millenials
Lithuania,2011,female,15-24 years,10,207726,4.81,Lithuania2011,0.831,43476873413,15097,Millenials
Lithuania,2011,female,5-14 years,1,146411,0.68,Lithuania2011,0.831,43476873413,15097,Generation Z
Lithuania,2011,male,5-14 years,1,154519,0.65,Lithuania2011,0.831,43476873413,15097,Generation Z
Lithuania,2012,male,35-54 years,321,413107,77.7,Lithuania2012,0.833,42848195256,15099,Generation X
Lithuania,2012,male,55-74 years,195,263194,74.09,Lithuania2012,0.833,42848195256,15099,Boomers
Lithuania,2012,male,75+ years,53,76080,69.66,Lithuania2012,0.833,42848195256,15099,Silent
Lithuania,2012,male,25-34 years,117,187811,62.3,Lithuania2012,0.833,42848195256,15099,Millenials
Lithuania,2012,male,15-24 years,64,209964,30.48,Lithuania2012,0.833,42848195256,15099,Millenials
Lithuania,2012,female,75+ years,37,183510,20.16,Lithuania2012,0.833,42848195256,15099,Silent
Lithuania,2012,female,35-54 years,74,451819,16.38,Lithuania2012,0.833,42848195256,15099,Generation X
Lithuania,2012,female,55-74 years,45,378541,11.89,Lithuania2012,0.833,42848195256,15099,Boomers
Lithuania,2012,female,25-34 years,10,183799,5.44,Lithuania2012,0.833,42848195256,15099,Millenials
Lithuania,2012,female,15-24 years,8,199629,4.01,Lithuania2012,0.833,42848195256,15099,Millenials
Lithuania,2012,male,5-14 years,3,149055,2.01,Lithuania2012,0.833,42848195256,15099,Generation Z
Lithuania,2012,female,5-14 years,0,141261,0,Lithuania2012,0.833,42848195256,15099,Generation Z
Lithuania,2013,male,35-54 years,382,405191,94.28,Lithuania2013,0.837,46417340375,16538,Generation X
Lithuania,2013,male,55-74 years,223,265835,83.89,Lithuania2013,0.837,46417340375,16538,Boomers
Lithuania,2013,male,75+ years,63,77510,81.28,Lithuania2013,0.837,46417340375,16538,Silent
Lithuania,2013,male,25-34 years,121,188010,64.36,Lithuania2013,0.837,46417340375,16538,Millenials
Lithuania,2013,male,15-24 years,96,203647,47.14,Lithuania2013,0.837,46417340375,16538,Millenials
Lithuania,2013,female,75+ years,40,186711,21.42,Lithuania2013,0.837,46417340375,16538,Silent
Lithuania,2013,female,35-54 years,75,442140,16.96,Lithuania2013,0.837,46417340375,16538,Generation X
Lithuania,2013,female,25-34 years,22,182444,12.06,Lithuania2013,0.837,46417340375,16538,Millenials
Lithuania,2013,female,55-74 years,41,380096,10.79,Lithuania2013,0.837,46417340375,16538,Boomers
Lithuania,2013,female,15-24 years,17,192772,8.82,Lithuania2013,0.837,46417340375,16538,Millenials
Lithuania,2013,female,5-14 years,3,137471,2.18,Lithuania2013,0.837,46417340375,16538,Generation Z
Lithuania,2013,male,5-14 years,2,144800,1.38,Lithuania2013,0.837,46417340375,16538,Generation Z
Lithuania,2014,male,75+ years,72,78763,91.41,Lithuania2014,0.839,48516371721,17442,Silent
Lithuania,2014,male,35-54 years,309,396758,77.88,Lithuania2014,0.839,48516371721,17442,Generation X
Lithuania,2014,male,55-74 years,204,269618,75.66,Lithuania2014,0.839,48516371721,17442,Boomers
Lithuania,2014,male,25-34 years,94,189300,49.66,Lithuania2014,0.839,48516371721,17442,Millenials
Lithuania,2014,male,15-24 years,88,197504,44.56,Lithuania2014,0.839,48516371721,17442,Millenials
Lithuania,2014,female,75+ years,45,189437,23.75,Lithuania2014,0.839,48516371721,17442,Silent
Lithuania,2014,female,55-74 years,47,383128,12.27,Lithuania2014,0.839,48516371721,17442,Boomers
Lithuania,2014,female,35-54 years,43,431495,9.97,Lithuania2014,0.839,48516371721,17442,Generation X
Lithuania,2014,female,15-24 years,12,186406,6.44,Lithuania2014,0.839,48516371721,17442,Millenials
Lithuania,2014,female,25-34 years,11,182183,6.04,Lithuania2014,0.839,48516371721,17442,Millenials
Lithuania,2014,female,5-14 years,3,135051,2.22,Lithuania2014,0.839,48516371721,17442,Generation Z
Lithuania,2014,male,5-14 years,2,141934,1.41,Lithuania2014,0.839,48516371721,17442,Generation Z
Lithuania,2015,male,75+ years,67,79672,84.09,Lithuania2015,,41508609233,15073,Silent
Lithuania,2015,male,55-74 years,216,273776,78.9,Lithuania2015,,41508609233,15073,Boomers
Lithuania,2015,male,35-54 years,275,387255,71.01,Lithuania2015,,41508609233,15073,Generation X
Lithuania,2015,male,25-34 years,101,190800,52.94,Lithuania2015,,41508609233,15073,Millenials
Lithuania,2015,male,15-24 years,66,188903,34.94,Lithuania2015,,41508609233,15073,Millenials
Lithuania,2015,female,75+ years,38,191358,19.86,Lithuania2015,,41508609233,15073,Silent
Lithuania,2015,female,55-74 years,55,386892,14.22,Lithuania2015,,41508609233,15073,Boomers
Lithuania,2015,female,35-54 years,46,419841,10.96,Lithuania2015,,41508609233,15073,Generation X
Lithuania,2015,female,25-34 years,17,182926,9.29,Lithuania2015,,41508609233,15073,Millenials
Lithuania,2015,female,15-24 years,10,178882,5.59,Lithuania2015,,41508609233,15073,Millenials
Lithuania,2015,female,5-14 years,3,133506,2.25,Lithuania2015,,41508609233,15073,Generation Z
Lithuania,2015,male,5-14 years,2,140115,1.43,Lithuania2015,,41508609233,15073,Generation Z
Lithuania,2016,male,75+ years,78,80426,96.98,Lithuania2016,,42773029835,15742,Silent
Lithuania,2016,male,55-74 years,212,277763,76.32,Lithuania2016,,42773029835,15742,Boomers
Lithuania,2016,male,35-54 years,266,376689,70.62,Lithuania2016,,42773029835,15742,Generation X
Lithuania,2016,male,25-34 years,96,191346,50.17,Lithuania2016,,42773029835,15742,Millenials
Lithuania,2016,male,15-24 years,41,177888,23.05,Lithuania2016,,42773029835,15742,Millenials
Lithuania,2016,female,75+ years,29,193001,15.03,Lithuania2016,,42773029835,15742,Silent
Lithuania,2016,female,55-74 years,45,390385,11.53,Lithuania2016,,42773029835,15742,Boomers
Lithuania,2016,female,35-54 years,41,406249,10.09,Lithuania2016,,42773029835,15742,Generation X
Lithuania,2016,female,25-34 years,8,182632,4.38,Lithuania2016,,42773029835,15742,Millenials
Lithuania,2016,female,15-24 years,6,168917,3.55,Lithuania2016,,42773029835,15742,Millenials
Luxembourg,2011,male,75+ years,4,12991,30.79,Luxembourg2011,0.888,60004630234,122729,Silent
Luxembourg,2011,male,35-54 years,20,82530,24.23,Luxembourg2011,0.888,60004630234,122729,Generation X
Luxembourg,2011,female,75+ years,5,21428,23.33,Luxembourg2011,0.888,60004630234,122729,Silent
Luxembourg,2011,male,55-74 years,7,47058,14.88,Luxembourg2011,0.888,60004630234,122729,Boomers
Luxembourg,2011,male,25-34 years,4,37499,10.67,Luxembourg2011,0.888,60004630234,122729,Millenials
Luxembourg,2011,female,15-24 years,3,30482,9.84,Luxembourg2011,0.888,60004630234,122729,Millenials
Luxembourg,2011,female,35-54 years,6,79200,7.58,Luxembourg2011,0.888,60004630234,122729,Generation X
Luxembourg,2011,male,15-24 years,2,31906,6.27,Luxembourg2011,0.888,60004630234,122729,Millenials
Luxembourg,2011,female,55-74 years,3,48023,6.25,Luxembourg2011,0.888,60004630234,122729,Boomers
Luxembourg,2011,female,25-34 years,1,37231,2.69,Luxembourg2011,0.888,60004630234,122729,Millenials
Luxembourg,2011,female,5-14 years,0,29358,0,Luxembourg2011,0.888,60004630234,122729,Generation Z
Luxembourg,2011,male,5-14 years,0,31212,0,Luxembourg2011,0.888,60004630234,122729,Generation Z
Luxembourg,2012,male,75+ years,7,13581,51.54,Luxembourg2012,0.888,56677961787,113120,Silent
Luxembourg,2012,male,55-74 years,10,48506,20.62,Luxembourg2012,0.888,56677961787,113120,Boomers
Luxembourg,2012,male,35-54 years,13,84570,15.37,Luxembourg2012,0.888,56677961787,113120,Generation X
Luxembourg,2012,male,15-24 years,5,33062,15.12,Luxembourg2012,0.888,56677961787,113120,Millenials
Luxembourg,2012,male,25-34 years,4,38866,10.29,Luxembourg2012,0.888,56677961787,113120,Millenials
Luxembourg,2012,female,75+ years,2,21770,9.19,Luxembourg2012,0.888,56677961787,113120,Silent
Luxembourg,2012,female,35-54 years,5,80598,6.2,Luxembourg2012,0.888,56677961787,113120,Generation X
Luxembourg,2012,female,55-74 years,3,49311,6.08,Luxembourg2012,0.888,56677961787,113120,Boomers
Luxembourg,2012,female,15-24 years,1,31459,3.18,Luxembourg2012,0.888,56677961787,113120,Millenials
Luxembourg,2012,female,25-34 years,1,38629,2.59,Luxembourg2012,0.888,56677961787,113120,Millenials
Luxembourg,2012,female,5-14 years,0,29466,0,Luxembourg2012,0.888,56677961787,113120,Generation Z
Luxembourg,2012,male,5-14 years,0,31226,0,Luxembourg2012,0.888,56677961787,113120,Generation Z
Luxembourg,2013,male,75+ years,3,14046,21.36,Luxembourg2013,0.89,61739352212,120423,Silent
Luxembourg,2013,male,55-74 years,9,50291,17.9,Luxembourg2013,0.89,61739352212,120423,Boomers
Luxembourg,2013,female,55-74 years,8,50752,15.76,Luxembourg2013,0.89,61739352212,120423,Boomers
Luxembourg,2013,male,35-54 years,10,86356,11.58,Luxembourg2013,0.89,61739352212,120423,Generation X
Luxembourg,2013,female,75+ years,2,22111,9.05,Luxembourg2013,0.89,61739352212,120423,Silent
Luxembourg,2013,male,15-24 years,2,33718,5.93,Luxembourg2013,0.89,61739352212,120423,Millenials
Luxembourg,2013,female,25-34 years,2,39688,5.04,Luxembourg2013,0.89,61739352212,120423,Millenials
Luxembourg,2013,female,35-54 years,4,82301,4.86,Luxembourg2013,0.89,61739352212,120423,Generation X
Luxembourg,2013,female,15-24 years,0,32027,0,Luxembourg2013,0.89,61739352212,120423,Millenials
Luxembourg,2013,female,5-14 years,0,29800,0,Luxembourg2013,0.89,61739352212,120423,Generation Z
Luxembourg,2013,male,25-34 years,0,40174,0,Luxembourg2013,0.89,61739352212,120423,Millenials
Luxembourg,2013,male,5-14 years,0,31425,0,Luxembourg2013,0.89,61739352212,120423,Generation Z
Luxembourg,2014,male,55-74 years,18,52295,34.42,Luxembourg2014,0.892,66327344189,126352,Boomers
Luxembourg,2014,male,75+ years,4,14546,27.5,Luxembourg2014,0.892,66327344189,126352,Silent
Luxembourg,2014,male,35-54 years,20,88218,22.67,Luxembourg2014,0.892,66327344189,126352,Generation X
Luxembourg,2014,male,25-34 years,7,41442,16.89,Luxembourg2014,0.892,66327344189,126352,Millenials
Luxembourg,2014,female,75+ years,3,22669,13.23,Luxembourg2014,0.892,66327344189,126352,Silent
Luxembourg,2014,female,55-74 years,5,52260,9.57,Luxembourg2014,0.892,66327344189,126352,Boomers
Luxembourg,2014,female,15-24 years,2,32510,6.15,Luxembourg2014,0.892,66327344189,126352,Millenials
Luxembourg,2014,male,15-24 years,2,34219,5.84,Luxembourg2014,0.892,66327344189,126352,Millenials
Luxembourg,2014,female,25-34 years,2,40862,4.89,Luxembourg2014,0.892,66327344189,126352,Millenials
Luxembourg,2014,female,35-54 years,3,84147,3.57,Luxembourg2014,0.892,66327344189,126352,Generation X
Luxembourg,2014,male,5-14 years,1,31718,3.15,Luxembourg2014,0.892,66327344189,126352,Generation Z
Luxembourg,2014,female,5-14 years,0,30054,0,Luxembourg2014,0.892,66327344189,126352,Generation Z
Luxembourg,2015,male,55-74 years,16,54325,29.45,Luxembourg2015,,57784495265,107456,Boomers
Luxembourg,2015,male,75+ years,4,15011,26.65,Luxembourg2015,,57784495265,107456,Silent
Luxembourg,2015,male,35-54 years,17,90095,18.87,Luxembourg2015,,57784495265,107456,Generation X
Luxembourg,2015,female,55-74 years,9,53878,16.7,Luxembourg2015,,57784495265,107456,Boomers
Luxembourg,2015,male,15-24 years,4,34757,11.51,Luxembourg2015,,57784495265,107456,Millenials
Luxembourg,2015,male,25-34 years,4,42930,9.32,Luxembourg2015,,57784495265,107456,Millenials
Luxembourg,2015,female,75+ years,2,23189,8.62,Luxembourg2015,,57784495265,107456,Silent
Luxembourg,2015,female,35-54 years,6,85928,6.98,Luxembourg2015,,57784495265,107456,Generation X
Luxembourg,2015,female,5-14 years,1,30367,3.29,Luxembourg2015,,57784495265,107456,Generation Z
Luxembourg,2015,female,15-24 years,1,33170,3.01,Luxembourg2015,,57784495265,107456,Millenials
Luxembourg,2015,female,25-34 years,0,42000,0,Luxembourg2015,,57784495265,107456,Millenials
Luxembourg,2015,male,5-14 years,0,32098,0,Luxembourg2015,,57784495265,107456,Generation Z
Maldives,2011,male,5-14 years,1,30136,3.32,Maldives2011,0.69,2774351760,8135,Generation Z
Maldives,2011,male,25-34 years,1,48207,2.07,Maldives2011,0.69,2774351760,8135,Millenials
Maldives,2011,female,15-24 years,0,38483,0,Maldives2011,0.69,2774351760,8135,Millenials
Maldives,2011,female,25-34 years,0,33114,0,Maldives2011,0.69,2774351760,8135,Millenials
Maldives,2011,female,35-54 years,0,36341,0,Maldives2011,0.69,2774351760,8135,Generation X
Maldives,2011,female,5-14 years,0,28689,0,Maldives2011,0.69,2774351760,8135,Generation Z
Maldives,2011,female,55-74 years,0,12507,0,Maldives2011,0.69,2774351760,8135,Boomers
Maldives,2011,female,75+ years,0,2370,0,Maldives2011,0.69,2774351760,8135,Silent
Maldives,2011,male,15-24 years,0,50597,0,Maldives2011,0.69,2774351760,8135,Millenials
Maldives,2011,male,35-54 years,0,44123,0,Maldives2011,0.69,2774351760,8135,Generation X
Maldives,2011,male,55-74 years,0,13188,0,Maldives2011,0.69,2774351760,8135,Boomers
Maldives,2011,male,75+ years,0,3263,0,Maldives2011,0.69,2774351760,8135,Silent
Malta,2011,male,35-54 years,9,56411,15.95,Malta2011,0.822,9507645260,23984,Generation X
Malta,2011,male,25-34 years,4,31295,12.78,Malta2011,0.822,9507645260,23984,Millenials
Malta,2011,male,15-24 years,3,28714,10.45,Malta2011,0.822,9507645260,23984,Millenials
Malta,2011,male,55-74 years,4,48074,8.32,Malta2011,0.822,9507645260,23984,Boomers
Malta,2011,female,15-24 years,0,27130,0,Malta2011,0.822,9507645260,23984,Millenials
Malta,2011,female,25-34 years,0,29205,0,Malta2011,0.822,9507645260,23984,Millenials
Malta,2011,female,35-54 years,0,54987,0,Malta2011,0.822,9507645260,23984,Generation X
Malta,2011,female,5-14 years,0,20542,0,Malta2011,0.822,9507645260,23984,Generation Z
Malta,2011,female,55-74 years,0,50691,0,Malta2011,0.822,9507645260,23984,Boomers
Malta,2011,female,75+ years,0,17111,0,Malta2011,0.822,9507645260,23984,Silent
Malta,2011,male,5-14 years,0,21524,0,Malta2011,0.822,9507645260,23984,Generation Z
Malta,2011,male,75+ years,0,10739,0,Malta2011,0.822,9507645260,23984,Silent
Malta,2012,male,55-74 years,8,49347,16.21,Malta2012,0.83,9209559296,23074,Boomers
Malta,2012,male,35-54 years,6,56478,10.62,Malta2012,0.83,9209559296,23074,Generation X
Malta,2012,male,25-34 years,3,31548,9.51,Malta2012,0.83,9209559296,23074,Millenials
Malta,2012,male,75+ years,1,11234,8.9,Malta2012,0.83,9209559296,23074,Silent
Malta,2012,female,35-54 years,4,54944,7.28,Malta2012,0.83,9209559296,23074,Generation X
Malta,2012,female,55-74 years,2,51796,3.86,Malta2012,0.83,9209559296,23074,Boomers
Malta,2012,male,15-24 years,1,28647,3.49,Malta2012,0.83,9209559296,23074,Millenials
Malta,2012,female,15-24 years,0,26975,0,Malta2012,0.83,9209559296,23074,Millenials
Malta,2012,female,25-34 years,0,29331,0,Malta2012,0.83,9209559296,23074,Millenials
Malta,2012,female,5-14 years,0,20066,0,Malta2012,0.83,9209559296,23074,Generation Z
Malta,2012,female,75+ years,0,17713,0,Malta2012,0.83,9209559296,23074,Silent
Malta,2012,male,5-14 years,0,21059,0,Malta2012,0.83,9209559296,23074,Generation Z
Malta,2013,male,35-54 years,11,56705,19.4,Malta2013,0.837,10145114180,25191,Generation X
Malta,2013,male,75+ years,1,11751,8.51,Malta2013,0.837,10145114180,25191,Silent
Malta,2013,male,55-74 years,4,50574,7.91,Malta2013,0.837,10145114180,25191,Boomers
Malta,2013,male,15-24 years,2,28655,6.98,Malta2013,0.837,10145114180,25191,Millenials
Malta,2013,male,25-34 years,2,32048,6.24,Malta2013,0.837,10145114180,25191,Millenials
Malta,2013,male,5-14 years,1,20804,4.81,Malta2013,0.837,10145114180,25191,Generation Z
Malta,2013,female,25-34 years,1,29657,3.37,Malta2013,0.837,10145114180,25191,Millenials
Malta,2013,female,15-24 years,0,26698,0,Malta2013,0.837,10145114180,25191,Millenials
Malta,2013,female,35-54 years,0,54854,0,Malta2013,0.837,10145114180,25191,Generation X
Malta,2013,female,5-14 years,0,19765,0,Malta2013,0.837,10145114180,25191,Generation Z
Malta,2013,female,55-74 years,0,52903,0,Malta2013,0.837,10145114180,25191,Boomers
Malta,2013,female,75+ years,0,18314,0,Malta2013,0.837,10145114180,25191,Silent
Malta,2014,male,75+ years,5,12335,40.54,Malta2014,0.839,11234045376,27634,Silent
Malta,2014,male,35-54 years,13,57094,22.77,Malta2014,0.839,11234045376,27634,Generation X
Malta,2014,male,55-74 years,5,51764,9.66,Malta2014,0.839,11234045376,27634,Boomers
Malta,2014,male,15-24 years,2,28298,7.07,Malta2014,0.839,11234045376,27634,Millenials
Malta,2014,male,25-34 years,2,32560,6.14,Malta2014,0.839,11234045376,27634,Millenials
Malta,2014,female,5-14 years,1,19668,5.08,Malta2014,0.839,11234045376,27634,Generation Z
Malta,2014,female,15-24 years,1,26151,3.82,Malta2014,0.839,11234045376,27634,Millenials
Malta,2014,female,25-34 years,1,30050,3.33,Malta2014,0.839,11234045376,27634,Millenials
Malta,2014,female,55-74 years,1,54027,1.85,Malta2014,0.839,11234045376,27634,Boomers
Malta,2014,female,35-54 years,1,54883,1.82,Malta2014,0.839,11234045376,27634,Generation X
Malta,2014,female,75+ years,0,18918,0,Malta2014,0.839,11234045376,27634,Silent
Malta,2014,male,5-14 years,0,20777,0,Malta2014,0.839,11234045376,27634,Generation Z
Malta,2015,male,25-34 years,8,33179,24.11,Malta2015,,10574026838,25750,Millenials
Malta,2015,male,35-54 years,9,57603,15.62,Malta2015,,10574026838,25750,Generation X
Malta,2015,male,55-74 years,8,53017,15.09,Malta2015,,10574026838,25750,Boomers
Malta,2015,male,15-24 years,2,27768,7.2,Malta2015,,10574026838,25750,Millenials
Malta,2015,female,35-54 years,3,55098,5.44,Malta2015,,10574026838,25750,Generation X
Malta,2015,female,15-24 years,1,25588,3.91,Malta2015,,10574026838,25750,Millenials
Malta,2015,female,55-74 years,2,55161,3.63,Malta2015,,10574026838,25750,Boomers
Malta,2015,female,25-34 years,1,30613,3.27,Malta2015,,10574026838,25750,Millenials
Malta,2015,female,5-14 years,0,19625,0,Malta2015,,10574026838,25750,Generation Z
Malta,2015,female,75+ years,0,19379,0,Malta2015,,10574026838,25750,Silent
Malta,2015,male,5-14 years,0,20817,0,Malta2015,,10574026838,25750,Generation Z
Malta,2015,male,75+ years,0,12789,0,Malta2015,,10574026838,25750,Silent
Mauritius,2011,male,25-34 years,28,101278,27.65,Mauritius2011,0.762,11518393367,9817,Millenials
Mauritius,2011,male,75+ years,3,12837,23.37,Mauritius2011,0.762,11518393367,9817,Silent
Mauritius,2011,male,35-54 years,40,182167,21.96,Mauritius2011,0.762,11518393367,9817,Generation X
Mauritius,2011,male,15-24 years,13,101183,12.85,Mauritius2011,0.762,11518393367,9817,Millenials
Mauritius,2011,male,55-74 years,11,85760,12.83,Mauritius2011,0.762,11518393367,9817,Boomers
Mauritius,2011,female,15-24 years,10,99022,10.1,Mauritius2011,0.762,11518393367,9817,Millenials
Mauritius,2011,female,25-34 years,5,100904,4.96,Mauritius2011,0.762,11518393367,9817,Millenials
Mauritius,2011,female,55-74 years,3,98036,3.06,Mauritius2011,0.762,11518393367,9817,Boomers
Mauritius,2011,female,35-54 years,4,185299,2.16,Mauritius2011,0.762,11518393367,9817,Generation X
Mauritius,2011,female,5-14 years,1,90807,1.1,Mauritius2011,0.762,11518393367,9817,Generation Z
Mauritius,2011,female,75+ years,0,22119,0,Mauritius2011,0.762,11518393367,9817,Silent
Mauritius,2011,male,5-14 years,0,93940,0,Mauritius2011,0.762,11518393367,9817,Generation Z
Mauritius,2012,male,25-34 years,26,99664,26.09,Mauritius2012,0.772,11668685524,9884,Millenials
Mauritius,2012,male,35-54 years,37,183077,20.21,Mauritius2012,0.772,11668685524,9884,Generation X
Mauritius,2012,male,55-74 years,14,90063,15.54,Mauritius2012,0.772,11668685524,9884,Boomers
Mauritius,2012,male,75+ years,2,13212,15.14,Mauritius2012,0.772,11668685524,9884,Silent
Mauritius,2012,female,15-24 years,10,99697,10.03,Mauritius2012,0.772,11668685524,9884,Millenials
Mauritius,2012,male,15-24 years,9,101864,8.84,Mauritius2012,0.772,11668685524,9884,Millenials
Mauritius,2012,female,25-34 years,6,99373,6.04,Mauritius2012,0.772,11668685524,9884,Millenials
Mauritius,2012,female,75+ years,1,22801,4.39,Mauritius2012,0.772,11668685524,9884,Silent
